custid,gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,주구매코너
2434,0,2991300,24,124638,2.5,15,15,16.7,53.3,4.0,12.0,3.0,5.0,2.0,2.0,20.0,영캐주얼
2436,0,840803,57,14751,1.0,7,40,1.8,15.0,22.0,6.0,7.0,22.0,3.0,22.0,32.0,일반식품
2440,0,347200,3,115733,1.7,3,2,33.3,50.0,,2.0,1.0,,,2.0,1.0,피혁A
2443,0,424000,11,38545,1.2,8,6,9.1,16.7,,,10.0,1.0,1.0,5.0,5.0,영캐주얼
2455,0,1720820,36,47801,2.0,24,20,2.8,65.0,9.0,10.0,12.0,5.0,5.0,9.0,22.0,유니캐주얼
2465,0,72000,1,72000,3.0,1,1,0.0,0.0,,,1.0,,,1.0,,화장품
2466,0,3671837,40,91796,1.8,20,31,32.5,54.8,4.0,13.0,15.0,8.0,2.0,13.0,25.0,화장품
2474,0,3120500,74,42169,1.7,36,40,10.8,62.5,11.0,32.0,19.0,12.0,1.0,32.0,41.0,장신구
2479,0,805400,12,67117,1.2,10,11,8.3,27.3,3.0,2.0,6.0,1.0,,7.0,5.0,유니캐주얼
2529,0,138000,8,17250,1.0,4,6,12.5,50.0,5.0,,3.0,,2.0,6.0,,장신구
2535,0,3937338,21,187492,2.4,17,7,42.9,57.1,2.0,9.0,9.0,1.0,1.0,5.0,15.0,화장품
2543,0,81000,2,40500,1.0,2,2,50.0,50.0,,,2.0,,,1.0,1.0,유니캐주얼
2562,0,3568100,14,254864,2.9,12,8,0.0,50.0,6.0,,4.0,4.0,,7.0,7.0,유니캐주얼
2577,0,1624556,29,56019,1.3,21,15,10.3,66.7,,15.0,14.0,,2.0,13.0,14.0,피혁A
2579,0,723339,7,103334,3.3,4,3,0.0,66.7,,3.0,4.0,,2.0,1.0,4.0,일반식품
2586,0,96460,3,32153,1.0,2,2,0.0,0.0,,,3.0,,1.0,,2.0,일반식품
2589,0,285000,3,95000,2.3,2,2,0.0,0.0,,,2.0,1.0,1.0,,2.0,화장품
2624,0,2614700,25,104588,2.0,22,16,20.0,31.2,5.0,7.0,11.0,2.0,5.0,8.0,12.0,화장품
2633,0,822310,19,43279,1.3,8,10,26.3,20.0,8.0,7.0,1.0,3.0,2.0,4.0,13.0,일반식품
2670,0,877960,11,79815,1.4,10,9,18.2,66.7,6.0,2.0,3.0,,3.0,1.0,7.0,화장품
2688,0,1003190,28,35828,1.0,15,22,10.7,22.7,7.0,4.0,8.0,9.0,3.0,7.0,18.0,일반식품
2689,0,429800,3,143267,1.7,3,2,0.0,50.0,,2.0,,1.0,,,3.0,트래디셔널캐주얼
2698,0,576600,7,82371,1.9,6,6,14.3,50.0,3.0,4.0,,,,3.0,4.0,유니캐주얼
2707,0,987500,10,98750,1.8,9,7,30.0,42.9,5.0,1.0,1.0,3.0,,4.0,6.0,스포츠
2710,0,4115200,37,111222,2.9,16,21,0.0,57.1,9.0,3.0,8.0,17.0,1.0,15.0,21.0,캐릭터캐주얼
2712,0,599060,39,15361,2.0,19,21,0.0,61.9,7.0,16.0,7.0,9.0,7.0,9.0,23.0,유니캐주얼
2726,0,1142200,5,228440,3.0,4,3,40.0,0.0,,1.0,4.0,,1.0,2.0,2.0,화장품
2729,0,48300,3,16100,1.0,3,3,33.3,100.0,,2.0,1.0,,1.0,,2.0,화장품
2735,0,157300,5,31460,1.8,5,2,0.0,100.0,4.0,1.0,,,,3.0,2.0,섬유
2742,0,116000,2,58000,2.0,2,1,50.0,0.0,2.0,,,,,2.0,,화장품
2750,0,29000,1,29000,1.0,1,1,100.0,100.0,,1.0,,,,,1.0,화장품
2754,0,1273800,18,70767,1.9,15,9,16.7,55.6,4.0,,5.0,9.0,,11.0,7.0,피혁B
2759,0,3865846,25,154634,2.0,16,12,28.0,41.7,10.0,2.0,9.0,4.0,,8.0,17.0,일반식품
2763,0,548400,15,36560,1.3,8,9,6.7,11.1,,5.0,4.0,6.0,4.0,6.0,5.0,화장품
2787,0,305000,6,50833,1.0,6,4,16.7,75.0,,3.0,3.0,,,1.0,5.0,화장품
2788,0,196000,4,49000,1.0,4,4,0.0,75.0,2.0,1.0,,1.0,,1.0,3.0,피혁B
2792,0,728300,10,72830,1.8,10,6,40.0,83.3,3.0,5.0,2.0,,,1.0,9.0,화장품
2800,0,257500,5,51500,1.4,4,4,20.0,75.0,,4.0,1.0,,2.0,2.0,1.0,유니캐주얼
2819,0,939400,15,62627,1.1,14,13,0.0,61.5,4.0,2.0,4.0,5.0,1.0,7.0,7.0,스포츠
2825,0,1975900,15,131727,2.1,13,8,13.3,37.5,2.0,7.0,6.0,,3.0,3.0,9.0,화장품
2828,0,1054580,12,87882,2.7,9,7,25.0,42.9,3.0,,2.0,7.0,1.0,6.0,5.0,영캐주얼
2832,0,2755240,34,81036,2.2,19,22,26.5,36.4,11.0,6.0,6.0,11.0,,8.0,26.0,영캐주얼
2835,0,854550,14,61039,1.3,10,10,7.1,80.0,4.0,8.0,,2.0,,4.0,10.0,유니캐주얼
2846,0,384250,8,48031,1.8,6,6,25.0,66.7,,2.0,6.0,,,2.0,6.0,일반식품
2858,0,1425900,24,59412,1.8,17,13,50.0,38.5,3.0,3.0,12.0,6.0,,12.0,12.0,스포츠
2860,0,3625160,18,201398,2.6,16,6,22.2,16.7,,11.0,7.0,,,7.0,11.0,수입명품
2861,0,5782060,92,62848,1.5,41,45,23.9,44.4,28.0,17.0,23.0,24.0,12.0,27.0,53.0,화장품
2862,0,2075600,44,47173,1.4,13,21,15.9,4.8,11.0,15.0,14.0,4.0,,4.0,40.0,일반식품
2869,0,187000,2,93500,2.0,2,2,50.0,50.0,,,,2.0,,,2.0,피혁A
2876,0,1699700,21,80938,2.5,13,14,0.0,57.1,2.0,2.0,14.0,3.0,3.0,10.0,8.0,화장품
2880,0,415000,5,83000,1.6,2,2,20.0,50.0,,1.0,4.0,,,,5.0,화장품
2898,0,1038487,13,79884,3.3,7,9,61.5,66.7,,7.0,6.0,,,7.0,6.0,화장품
2899,0,2951308,14,210808,1.9,9,6,21.4,33.3,,6.0,8.0,,3.0,3.0,8.0,일반식품
2907,0,4572925,25,182917,2.4,19,13,12.0,53.8,8.0,10.0,2.0,5.0,4.0,10.0,11.0,유니캐주얼
2913,0,138100,6,23017,1.0,5,5,0.0,40.0,1.0,2.0,,3.0,,2.0,4.0,일반식품
2928,0,1242200,18,69011,1.3,17,14,0.0,71.4,8.0,6.0,2.0,2.0,2.0,5.0,11.0,영캐주얼
2934,0,917100,12,76425,1.8,10,7,25.0,71.4,,5.0,7.0,,,,12.0,트래디셔널캐주얼
2945,0,1144100,16,71506,2.0,12,8,6.2,50.0,5.0,11.0,,,,7.0,9.0,피혁B
2950,0,2378340,27,88087,1.9,21,11,11.1,81.8,5.0,1.0,8.0,13.0,,9.0,18.0,유니캐주얼
2959,0,175600,3,58533,2.3,2,3,66.7,33.3,,2.0,1.0,,,,3.0,화장품
2976,0,510500,12,42542,1.1,9,7,50.0,42.9,3.0,1.0,4.0,4.0,,8.0,4.0,화장품
2997,0,147700,3,49233,1.7,2,3,0.0,0.0,1.0,1.0,1.0,,1.0,,2.0,유니캐주얼
3001,0,1564300,14,111736,1.9,11,7,35.7,57.1,2.0,2.0,5.0,5.0,,5.0,9.0,화장품
3007,0,542200,7,77457,1.0,4,4,14.3,25.0,,5.0,2.0,,,,7.0,일반식품
3017,0,3086510,35,88186,1.6,23,17,2.9,23.5,4.0,3.0,13.0,15.0,11.0,1.0,23.0,유니캐주얼
3028,1,2467700,13,189823,2.8,9,10,23.1,50.0,1.0,4.0,7.0,1.0,2.0,2.0,9.0,스포츠
3037,0,7140420,43,166056,2.1,22,23,23.3,43.5,10.0,18.0,6.0,9.0,11.0,13.0,19.0,화장품
3052,0,275800,9,30644,2.3,6,7,11.1,71.4,,5.0,4.0,,1.0,5.0,3.0,영캐주얼
3053,1,4321420,21,205782,2.0,15,12,14.3,58.3,8.0,5.0,4.0,4.0,2.0,7.0,12.0,캐릭터캐주얼
3086,0,880000,12,73333,2.8,9,8,25.0,25.0,,10.0,,2.0,2.0,5.0,5.0,캐릭터캐주얼
3089,0,249000,5,49800,1.4,4,4,40.0,0.0,2.0,,,3.0,,3.0,2.0,화장품
3090,0,608490,18,33805,2.1,13,13,11.1,46.2,5.0,3.0,,10.0,3.0,7.0,8.0,영캐주얼
3091,0,1531356,17,90080,1.1,11,8,5.9,62.5,,,17.0,,,9.0,8.0,일반식품
3099,0,439600,11,39964,1.2,8,7,9.1,57.1,3.0,1.0,4.0,3.0,1.0,4.0,6.0,유니캐주얼
3109,1,847910,18,47106,1.3,10,10,0.0,70.0,,2.0,12.0,4.0,3.0,5.0,10.0,일반식품
3111,0,1397500,9,155278,2.3,7,5,44.4,20.0,1.0,8.0,,,1.0,7.0,1.0,화장품
3129,0,318000,5,63600,2.2,2,3,80.0,100.0,1.0,4.0,,,,1.0,4.0,화장품
3149,0,458400,11,41673,1.2,6,7,18.2,14.3,7.0,,2.0,2.0,1.0,7.0,3.0,유니캐주얼
3155,0,8221040,95,86537,1.7,48,60,16.8,55.0,23.0,14.0,22.0,36.0,9.0,36.0,50.0,일반식품
3180,0,4428900,38,116550,2.7,22,22,21.1,68.2,19.0,4.0,8.0,7.0,2.0,12.0,24.0,화장품
3181,0,4712600,28,168307,2.3,16,12,17.9,25.0,5.0,18.0,2.0,3.0,,7.0,21.0,화장품
3184,0,551300,10,55130,2.0,8,8,20.0,62.5,,7.0,3.0,,,5.0,5.0,스포츠
3186,0,20551167,103,199526,1.1,48,58,20.4,31.0,8.0,39.0,43.0,13.0,17.0,48.0,38.0,캐릭터캐주얼
3194,0,46000,1,46000,1.0,1,1,100.0,0.0,,1.0,,,,,1.0,화장품
3200,0,4488816,66,68012,1.4,40,35,6.1,17.1,14.0,7.0,11.0,34.0,5.0,15.0,46.0,영캐주얼
3202,0,2021250,25,80850,2.3,14,16,4.0,0.0,9.0,2.0,2.0,12.0,9.0,2.0,14.0,일반식품
3212,0,651700,11,59245,1.6,6,8,18.2,37.5,3.0,2.0,3.0,3.0,1.0,,10.0,화장품
3227,1,1832100,21,87243,1.0,18,12,4.8,58.3,8.0,2.0,9.0,2.0,2.0,2.0,17.0,스포츠
3229,0,125600,2,62800,2.0,2,1,50.0,100.0,,,,2.0,,2.0,,영캐주얼
3232,0,35000,1,35000,1.0,1,1,0.0,100.0,,,1.0,,,,1.0,화장품
3234,0,4932951,63,78301,2.4,35,34,7.9,52.9,18.0,19.0,15.0,11.0,7.0,28.0,28.0,영캐주얼
3257,0,3389162,88,38513,1.6,16,48,6.8,37.5,15.0,29.0,14.0,30.0,4.0,35.0,49.0,일반식품
3263,0,792250,24,33010,1.7,14,15,4.2,40.0,13.0,5.0,3.0,3.0,5.0,9.0,10.0,일반식품
3274,0,474109,12,39509,1.3,7,10,0.0,10.0,4.0,1.0,4.0,3.0,,2.0,10.0,화장품
3285,0,2331400,21,111019,1.7,15,18,14.3,50.0,4.0,9.0,2.0,6.0,1.0,7.0,13.0,트래디셔널캐주얼
3303,0,126000,3,42000,1.7,3,2,66.7,0.0,2.0,1.0,,,,,3.0,화장품
3319,0,484000,7,69143,1.9,6,7,28.6,28.6,4.0,1.0,2.0,,1.0,1.0,5.0,니트단품
3342,1,6562416,62,105845,1.8,33,34,11.3,32.4,11.0,2.0,28.0,21.0,6.0,18.0,38.0,화장품
3355,0,875500,13,67346,1.0,7,5,15.4,20.0,,,3.0,10.0,3.0,1.0,9.0,화장품
3368,0,2225464,40,55637,1.9,22,20,0.0,30.0,22.0,,,18.0,7.0,19.0,14.0,일반식품
3385,1,2187000,9,243000,6.6,7,8,55.6,50.0,2.0,1.0,6.0,,3.0,1.0,5.0,화장품
3399,0,607600,8,75950,2.2,7,5,25.0,60.0,,,5.0,3.0,,6.0,2.0,화장품
3400,0,1303900,23,56691,1.2,15,15,21.7,20.0,6.0,4.0,9.0,4.0,3.0,9.0,11.0,화장품
3408,0,1366400,20,68320,1.1,12,9,25.0,77.8,4.0,9.0,7.0,,2.0,4.0,14.0,화장품
3417,0,951700,14,67979,2.7,7,6,7.1,16.7,,1.0,5.0,8.0,,13.0,1.0,엘레강스캐주얼
3418,1,875170,8,109396,1.8,6,6,25.0,50.0,,4.0,4.0,,1.0,1.0,6.0,화장품
3427,0,1643600,26,63215,2.0,21,17,7.7,17.6,13.0,2.0,3.0,8.0,4.0,16.0,6.0,화장품
3432,0,2761200,54,51133,1.7,31,28,14.8,17.9,28.0,13.0,13.0,,13.0,11.0,30.0,섬유
3434,0,2171640,24,90485,2.9,20,9,0.0,22.2,4.0,12.0,8.0,,,15.0,9.0,조리욕실
3446,0,295700,9,32856,1.2,9,5,11.1,100.0,3.0,6.0,,,,4.0,5.0,화장품
3478,0,944118,14,67437,2.5,12,10,0.0,60.0,4.0,5.0,5.0,,2.0,3.0,9.0,영캐주얼
3486,0,1332511,21,63453,1.7,12,14,0.0,64.3,3.0,8.0,2.0,8.0,,4.0,17.0,일반식품
3501,0,850900,8,106362,2.6,7,6,0.0,66.7,4.0,3.0,,1.0,1.0,4.0,3.0,화장품
3516,0,795030,14,56788,1.1,9,12,0.0,33.3,3.0,2.0,1.0,8.0,2.0,9.0,3.0,일반식품
3541,0,1309550,49,26726,1.5,25,32,20.4,12.5,19.0,10.0,20.0,,12.0,12.0,25.0,피혁A
3546,0,2276340,46,49486,1.8,23,25,26.1,56.0,14.0,9.0,10.0,13.0,2.0,22.0,22.0,화장품
3570,0,632490,11,57499,1.9,6,7,36.4,57.1,4.0,4.0,3.0,,2.0,5.0,4.0,일반식품
3572,1,2202070,33,66729,1.7,24,16,12.1,75.0,11.0,12.0,10.0,,1.0,12.0,20.0,화장품
3584,0,960800,8,120100,3.2,8,6,0.0,33.3,2.0,,6.0,,,5.0,3.0,유니캐주얼
3589,0,159000,5,31800,1.0,3,4,0.0,50.0,,4.0,1.0,,,1.0,4.0,화장품
3595,0,3366200,46,73178,2.8,26,24,0.0,33.3,4.0,27.0,15.0,,3.0,22.0,21.0,유니캐주얼
3604,0,3069720,30,102324,2.7,26,17,13.3,64.7,4.0,5.0,5.0,16.0,3.0,10.0,17.0,캐릭터캐주얼
3613,0,3921500,16,245094,5.3,14,9,31.2,33.3,,6.0,10.0,,3.0,5.0,8.0,수입명품
3620,0,1962800,16,122675,2.0,14,8,6.2,12.5,9.0,,,7.0,,9.0,7.0,캐릭터캐주얼
3626,0,8030650,73,110009,2.1,31,51,6.8,39.2,34.0,16.0,18.0,5.0,5.0,50.0,18.0,영캐주얼
3654,1,3320700,37,89749,2.8,23,16,8.1,81.2,10.0,13.0,2.0,12.0,,7.0,30.0,유니캐주얼
3660,1,1608589,9,178732,2.8,9,6,22.2,50.0,3.0,,3.0,3.0,,5.0,4.0,유니캐주얼
3672,1,2272450,20,113622,1.3,14,19,15.0,15.8,5.0,3.0,5.0,7.0,4.0,3.0,13.0,유니캐주얼
3688,0,81000,2,40500,1.0,2,2,50.0,50.0,,1.0,1.0,,1.0,,1.0,캐릭터캐주얼
3689,0,556800,12,46400,1.2,12,10,0.0,50.0,1.0,4.0,2.0,5.0,2.0,3.0,7.0,피혁A
3695,0,436760,15,29117,1.3,12,9,20.0,44.4,1.0,12.0,2.0,,2.0,3.0,10.0,섬유
3700,1,616200,10,61620,2.4,7,5,10.0,60.0,,4.0,6.0,,5.0,2.0,3.0,캐릭터캐주얼
3704,0,765100,10,76510,1.8,8,8,40.0,37.5,4.0,5.0,,1.0,1.0,5.0,4.0,화장품
3729,0,3953800,67,59012,1.8,40,45,25.4,60.0,21.0,8.0,19.0,19.0,4.0,18.0,45.0,영캐주얼
3736,0,1110200,19,58432,1.6,17,15,0.0,13.3,4.0,4.0,10.0,1.0,,18.0,1.0,피혁B
3738,0,3350860,44,76156,2.0,34,30,15.9,16.7,10.0,11.0,15.0,8.0,16.0,14.0,14.0,유니캐주얼
3751,0,471380,16,29461,1.2,8,11,12.5,18.2,,9.0,7.0,,2.0,6.0,8.0,화장품
3756,0,377200,5,75440,1.4,5,3,20.0,0.0,,3.0,1.0,1.0,1.0,3.0,1.0,유아동복
3814,0,1166500,19,61395,1.7,11,10,10.5,40.0,1.0,11.0,6.0,1.0,1.0,6.0,12.0,일반식품
3819,0,146300,3,48767,1.7,3,3,66.7,66.7,,,1.0,2.0,,,3.0,화장품
3822,0,3421370,38,90036,1.7,24,23,23.7,39.1,5.0,15.0,15.0,3.0,11.0,9.0,18.0,화장품
3823,0,1633000,8,204125,2.5,5,4,12.5,0.0,7.0,,,1.0,,1.0,7.0,타운모피
3828,0,7378700,72,102482,2.1,38,36,40.3,27.8,28.0,4.0,18.0,22.0,16.0,21.0,35.0,캐릭터캐주얼
3843,0,356500,7,50929,1.9,6,3,14.3,33.3,,7.0,,,,6.0,1.0,스포츠
3846,0,882200,16,55138,1.7,12,10,12.5,50.0,3.0,4.0,8.0,1.0,,5.0,11.0,조리욕실
3887,0,428700,12,35725,1.5,7,6,16.7,16.7,2.0,4.0,3.0,3.0,,3.0,9.0,일반식품
3892,0,955920,7,136560,2.1,7,4,0.0,75.0,,3.0,3.0,1.0,,2.0,5.0,섬유
3909,0,5660992,56,101089,1.5,24,36,3.6,47.2,7.0,17.0,25.0,7.0,5.0,39.0,12.0,일반식품
3913,0,1922920,27,71219,2.1,17,11,7.4,81.8,8.0,1.0,13.0,5.0,2.0,9.0,16.0,유니캐주얼
3929,0,722500,11,65682,2.5,10,6,9.1,66.7,2.0,1.0,8.0,,,3.0,8.0,조리욕실
3936,0,908200,20,45410,1.4,17,18,25.0,5.6,1.0,12.0,4.0,3.0,3.0,9.0,8.0,유니캐주얼
3946,0,1120500,12,93375,2.3,10,7,16.7,71.4,4.0,3.0,2.0,3.0,2.0,,10.0,피혁A
3962,0,1270000,24,52917,2.0,12,11,16.7,45.5,2.0,5.0,7.0,10.0,1.0,9.0,14.0,유니캐주얼
3965,1,491900,9,54656,1.6,8,7,11.1,71.4,4.0,4.0,1.0,,2.0,1.0,6.0,스포츠
3987,0,396200,4,99050,2.0,3,4,25.0,25.0,1.0,2.0,,1.0,1.0,1.0,2.0,유니캐주얼
3988,0,668500,7,95500,2.3,7,5,14.3,40.0,,1.0,6.0,,,3.0,4.0,피혁B
3993,0,5340122,84,63573,1.8,42,57,9.5,22.8,23.0,23.0,3.0,35.0,4.0,33.0,47.0,일반식품
3996,0,1726265,37,46656,1.6,20,28,16.2,32.1,25.0,,6.0,6.0,2.0,22.0,13.0,일반식품
4006,1,577414,5,115483,2.6,3,2,0.0,0.0,,5.0,,,3.0,,2.0,일반식품
4012,0,6263428,60,104390,1.2,36,33,26.7,60.6,22.0,22.0,6.0,10.0,17.0,2.0,41.0,영캐주얼
4020,0,1740100,12,145008,2.3,12,8,8.3,87.5,6.0,6.0,,,1.0,7.0,4.0,유니캐주얼
4032,0,2487619,46,54079,1.3,22,26,13.0,88.5,15.0,3.0,14.0,14.0,4.0,6.0,36.0,일반식품
4044,0,178268,4,44567,1.5,4,4,25.0,25.0,3.0,,,1.0,,1.0,3.0,장신구
4059,0,343200,4,85800,1.5,4,4,0.0,50.0,1.0,,1.0,2.0,,,4.0,트래디셔널캐주얼
4062,0,2924800,29,100855,2.5,18,12,34.5,16.7,11.0,4.0,7.0,7.0,6.0,,23.0,화장품
4066,0,122000,2,61000,2.0,2,2,50.0,100.0,1.0,,1.0,,,,2.0,캐릭터캐주얼
4094,0,3547200,86,41247,1.9,42,62,5.8,43.5,22.0,13.0,20.0,31.0,13.0,27.0,46.0,캐릭터캐주얼
4096,1,891400,17,52435,1.4,12,9,29.4,22.2,4.0,5.0,2.0,6.0,6.0,8.0,3.0,스포츠
4097,1,463350,9,51483,1.9,7,9,44.4,77.8,2.0,4.0,2.0,1.0,1.0,3.0,5.0,화장품
4101,0,4308231,32,134632,2.4,21,10,3.1,60.0,3.0,5.0,9.0,15.0,,19.0,13.0,유니캐주얼
4110,0,3505700,20,175285,1.4,12,18,10.0,16.7,10.0,3.0,1.0,6.0,6.0,10.0,4.0,트래디셔널캐주얼
4111,0,762100,16,47631,1.6,10,13,50.0,30.8,5.0,5.0,3.0,3.0,,12.0,4.0,화장품
4112,0,1063683,17,62570,1.8,12,13,29.4,23.1,5.0,1.0,2.0,9.0,3.0,2.0,12.0,화장품
4116,0,272620,7,38946,1.6,4,6,14.3,0.0,,3.0,4.0,,,6.0,1.0,일반식품
4118,0,657050,22,29866,1.1,12,21,18.2,52.4,8.0,5.0,3.0,6.0,3.0,14.0,5.0,일반식품
4124,0,3129090,33,94821,1.9,26,21,15.2,66.7,7.0,7.0,8.0,11.0,3.0,10.0,20.0,화장품
4128,0,2136620,24,89026,1.8,18,15,20.8,66.7,7.0,6.0,8.0,3.0,3.0,2.0,19.0,화장품
4144,0,799500,8,99938,2.4,7,6,25.0,83.3,6.0,1.0,,1.0,,1.0,7.0,화장품
4152,0,186300,2,93150,1.0,2,2,50.0,50.0,,2.0,,,,1.0,1.0,니트단품
4160,1,2080700,24,86696,1.3,20,12,4.2,58.3,7.0,2.0,2.0,13.0,,14.0,10.0,스포츠
4162,0,1452300,23,63143,2.2,18,16,4.3,37.5,11.0,8.0,1.0,3.0,2.0,8.0,13.0,영캐주얼
4168,0,3100200,47,65962,2.3,37,32,8.5,18.8,10.0,6.0,12.0,19.0,5.0,31.0,11.0,유니캐주얼
4172,0,293600,4,73400,1.5,4,4,25.0,25.0,1.0,,3.0,,,3.0,1.0,유니캐주얼
4224,0,1811300,48,37735,2.1,26,34,6.2,32.4,13.0,13.0,16.0,6.0,5.0,11.0,32.0,영캐주얼
4226,0,3397600,28,121343,3.1,18,22,28.6,36.4,9.0,5.0,5.0,9.0,,18.0,10.0,화장품
4227,0,1145200,6,190867,2.5,5,5,0.0,40.0,3.0,,1.0,2.0,,3.0,3.0,캐릭터캐주얼
4238,0,1242750,22,56489,2.1,6,16,0.0,81.2,9.0,5.0,7.0,1.0,,14.0,8.0,화장품
4261,0,1851900,43,43067,2.0,24,28,7.0,17.9,10.0,23.0,10.0,,9.0,15.0,19.0,피혁B
4281,0,104000,3,34667,1.0,3,3,33.3,0.0,,1.0,,2.0,,1.0,2.0,정장셔츠
4315,1,6914660,89,77693,2.3,52,36,7.9,61.1,33.0,28.0,5.0,23.0,6.0,20.0,63.0,화장품
4317,0,106000,2,53000,1.0,2,2,50.0,100.0,,,1.0,1.0,,,2.0,섬유
4323,0,3059500,53,57726,1.4,28,31,18.9,51.6,16.0,12.0,10.0,15.0,12.0,15.0,26.0,일반식품
4337,0,2689624,57,47186,1.4,28,40,5.3,20.0,10.0,14.0,28.0,5.0,,30.0,27.0,일반식품
4339,0,3593761,49,73342,2.3,18,21,10.2,52.4,17.0,23.0,9.0,,4.0,23.0,22.0,일반식품
4346,0,2923110,48,60898,1.5,29,29,4.2,58.6,13.0,6.0,11.0,18.0,14.0,9.0,25.0,유니캐주얼
4354,0,1494100,26,57465,1.1,14,15,3.8,66.7,8.0,7.0,10.0,1.0,2.0,10.0,14.0,영캐주얼
4372,0,845422,16,52839,1.0,11,11,43.8,63.6,3.0,6.0,3.0,4.0,,8.0,8.0,화장품
4386,0,138000,6,23000,2.0,5,4,16.7,25.0,,,2.0,4.0,,6.0,,영캐주얼
4392,0,391950,9,43550,2.3,6,6,0.0,50.0,3.0,3.0,3.0,,,3.0,6.0,니트단품
4396,0,554000,9,61556,2.1,7,6,11.1,16.7,,1.0,5.0,3.0,5.0,2.0,2.0,피혁A
4402,0,1037900,16,64869,1.7,12,11,12.5,27.3,3.0,6.0,5.0,2.0,5.0,8.0,3.0,유니캐주얼
4405,0,438000,8,54750,1.8,8,6,12.5,16.7,1.0,5.0,,2.0,,5.0,3.0,섬유
4408,0,3025100,29,104314,1.4,17,5,34.5,60.0,12.0,,17.0,,4.0,12.0,13.0,화장품
4419,0,2954140,29,101867,2.1,26,17,0.0,88.2,6.0,8.0,9.0,6.0,3.0,9.0,17.0,유니캐주얼
4430,0,1840000,9,204444,3.3,7,6,22.2,66.7,,2.0,1.0,6.0,2.0,2.0,5.0,유니캐주얼
4442,0,331212,4,82803,1.0,4,4,25.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,화장품
4457,0,2255200,15,150347,1.0,14,11,20.0,54.5,2.0,5.0,6.0,2.0,3.0,4.0,8.0,캐릭터캐주얼
4470,0,246608,11,22419,1.2,6,7,36.4,71.4,2.0,5.0,2.0,2.0,,2.0,9.0,일반식품
4477,0,6832311,45,151829,2.8,24,26,28.9,23.1,16.0,5.0,15.0,9.0,1.0,14.0,30.0,화장품
4496,0,7144842,105,68046,1.9,55,43,16.2,55.8,21.0,33.0,27.0,24.0,2.0,54.0,49.0,화장품
4525,0,2223000,20,111150,2.5,12,9,20.0,22.2,2.0,2.0,9.0,7.0,,9.0,11.0,캐릭터캐주얼
4540,0,239000,5,47800,1.6,3,4,40.0,100.0,,3.0,2.0,,,2.0,3.0,화장품
4545,0,1101281,25,44051,1.2,13,19,4.0,42.1,3.0,8.0,4.0,10.0,,18.0,7.0,일반식품
4546,0,1224294,22,55650,1.8,11,11,13.6,27.3,7.0,5.0,10.0,,2.0,6.0,14.0,일반식품
4563,0,434000,5,86800,1.8,5,5,40.0,60.0,3.0,1.0,1.0,,1.0,1.0,3.0,화장품
4569,0,1319000,6,219833,3.0,5,5,33.3,20.0,1.0,2.0,2.0,1.0,,,6.0,화장품
4577,0,2276811,40,56920,1.1,16,23,7.5,30.4,1.0,25.0,5.0,9.0,,15.0,25.0,일반식품
4578,0,776334,15,51756,1.4,8,11,13.3,27.3,5.0,5.0,4.0,1.0,3.0,2.0,10.0,유아동복
4582,0,548200,8,68525,1.5,8,5,50.0,0.0,2.0,6.0,,,,7.0,1.0,화장품
4599,0,248000,5,49600,1.0,4,4,40.0,75.0,,1.0,3.0,1.0,,2.0,3.0,화장품
4611,0,1044410,12,87034,1.8,10,9,25.0,66.7,5.0,3.0,4.0,,1.0,4.0,7.0,화장품
4617,0,1372000,17,80706,2.4,13,5,11.8,60.0,8.0,9.0,,,,7.0,10.0,캐릭터캐주얼
4647,0,779899,11,70900,1.2,7,11,9.1,36.4,4.0,4.0,2.0,1.0,1.0,1.0,9.0,일반식품
4651,0,5804600,20,290230,2.5,18,12,10.0,58.3,8.0,1.0,5.0,6.0,,17.0,3.0,유니캐주얼
4655,0,2263100,26,87042,1.8,21,18,15.4,38.9,10.0,10.0,5.0,1.0,3.0,6.0,17.0,화장품
4669,0,1781800,19,93779,1.1,16,13,10.5,53.8,2.0,6.0,5.0,6.0,1.0,8.0,10.0,화장품
4681,0,1803800,14,128843,1.7,11,9,35.7,66.7,,7.0,1.0,6.0,4.0,5.0,5.0,화장품
4718,0,3144840,32,98276,2.1,16,20,6.2,50.0,11.0,8.0,7.0,6.0,2.0,16.0,14.0,영캐주얼
4725,0,3914600,36,108739,2.0,23,19,5.6,31.6,16.0,9.0,11.0,,1.0,25.0,10.0,캐릭터캐주얼
4731,0,1596244,13,122788,3.8,12,8,0.0,12.5,3.0,2.0,2.0,6.0,1.0,6.0,6.0,피혁B
4741,0,1680205,32,52506,1.6,25,17,15.6,5.9,10.0,3.0,7.0,12.0,1.0,7.0,24.0,섬유
4748,1,2217213,49,45249,1.7,26,26,26.5,38.5,10.0,3.0,21.0,15.0,2.0,21.0,26.0,스포츠
4756,0,1458100,17,85771,1.1,13,12,17.6,66.7,1.0,2.0,6.0,8.0,,9.0,8.0,캐릭터캐주얼
4765,0,182800,4,45700,1.5,4,4,25.0,25.0,,2.0,2.0,,,2.0,2.0,유니캐주얼
